id,date,obs_type,org_id,category,description,resolved
8c56bc65-ed42-45d5-9562-4c7232c4fa8f,2021-08-11,Хорошая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 274,Устранено
3ed75a6f-414c-456e-8d7c-8156d79c296f,2023-02-14,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 275,Устранено
c8dc2cea-7871-446a-abd0-03ce3ca86782,2022-11-26,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 276,просрочено
9f1b5268-c15e-47f1-9f82-e872740a462e,2023-08-07,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 277,в работе
d6cbe0c4-0408-405d-8c55-0f59b22f002f,2021-04-10,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 278,просрочено
6bfa0125-6adf-42dd-b043-94fc809b532b,2023-09-07,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 279,в работе
77558260-880c-4813-b663-08c7c3039ffa,2023-08-28,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 280,просрочено
722935a8-d030-4ce9-a05b-a5933cae4be1,2021-08-16,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 281,в работе
eead3139-0b2c-446c-8295-5dfcedebc75b,2023-01-14,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 282,Устранено
aa573b2b-fc6c-4d2a-a91b-dcce31a745e6,2021-09-17,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 283,в работе
85b5c769-6cdb-4201-9138-27e9dbfae991,2022-02-14,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 284,в работе
db221c3f-d7d6-427e-83c4-d74075516c17,2021-11-10,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 285,просрочено
9128aec1-25e2-42ea-966d-3a9f0b5accca,2021-12-01,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 286,Устранено
506796f2-bca3-410e-b6b9-983859938a46,2022-12-13,Хорошая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 287,просрочено
46a65905-9c9b-4469-8716-4da3f4deb022,2022-10-01,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 288,Устранено
17c97661-f4cd-4804-bbca-c94f626a7792,2021-11-06,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 289,в работе
c4f1ca13-9ec1-47b4-af32-f2c3d2a40d90,2021-02-10,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 290,Устранено
df1ea48a-1d44-48e3-a46f-700a0598beca,2021-08-31,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 291,в работе
16fe55cd-cc49-411d-8fcf-bef3671ccf14,2022-02-28,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 292,в работе
2ccfa851-c340-44af-90ed-4fdc62c05a15,2022-10-02,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 293,в работе
18caeea8-3ed2-4ba7-a85d-359b85c98bf5,2023-12-05,Хорошая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 294,Устранено
1e1306dc-c8e1-471e-b539-3b009cf7c32c,2023-08-01,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 295,просрочено
7d039e8a-58ea-48fc-b175-47a2e598504c,2023-11-17,Хорошая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 296,просрочено
34b488ce-b412-47ad-8196-764237d1808b,2022-09-18,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 297,в работе
f20997e8-a722-4fac-ba1e-a777a975bd11,2022-02-10,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 298,в работе
a33c338f-13d2-41ac-a3a6-9250971162e1,2022-01-10,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 299,просрочено
ef3e594a-e4f8-427d-9bc7-5bf3fb387cf1,2023-07-13,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 300,в работе
b07ad579-bbe7-4e5a-bc59-c75744caed00,2021-02-12,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 301,в работе
7f56e6d3-d136-4999-bf66-b7689f0888cd,2021-02-23,Хорошая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 302,просрочено
308a8902-5b19-4c01-aa28-67dd4eeb68ad,2023-09-24,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 303,просрочено
825414ce-b345-4396-8bf6-f758a9620336,2021-03-08,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 304,в работе
c5c5abe8-64f5-4575-af74-4a5879693066,2021-08-24,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 305,просрочено
8464ba4e-60b2-4ccd-977e-6d3e2f1d437f,2023-02-12,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 306,просрочено
5a83eef7-260f-4f45-8af3-3816b4cc5917,2021-04-04,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 307,Устранено
7a6d91f3-baec-42ae-b842-e708a77f5070,2023-01-03,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 308,в работе
212d198e-bfed-46d2-b9c3-707c5254d2e6,2023-05-09,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 309,Устранено
034e5772-fd31-4fad-b8bd-aeeee38bdd19,2023-03-09,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 310,Устранено
3ba9d709-0acc-489f-a669-2f9ff778f8d4,2021-09-10,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 311,просрочено
b618c71c-0213-4a40-9cf5-19569aa88ef6,2021-05-31,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 312,просрочено
624b328e-0608-48e1-8e92-81a314c15a0a,2021-01-13,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 313,просрочено
7cc1e3bc-6340-449e-9f15-3b873f5c35d3,2021-05-09,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 314,в работе
f98ddf72-5147-460c-871a-11a23087ddc4,2023-03-31,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 315,Устранено
87e908f4-3ec5-440c-8003-08a514e66566,2021-12-03,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 316,просрочено
f2af6028-05f1-48b2-a116-a8ff4f3da205,2023-04-18,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 317,Устранено
56aebbdb-41af-46a8-95a6-4a3e35ec850a,2022-02-28,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 318,в работе
8a517fda-2413-4278-9a8f-74b44d26bb3f,2023-05-21,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 319,Устранено
5223a268-836d-4182-9e71-5aa63f8a2d80,2022-05-29,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 320,в работе
85092ad7-3f61-4f9f-a88f-26e7d3165229,2023-05-16,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 321,просрочено
2a1820e8-c2ff-43ad-8216-96803602e1c8,2022-07-23,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 322,Устранено
d90c05b4-4f1d-4b70-9fcf-fb89feb42ea3,2023-09-05,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 323,в работе
276fa2bc-1ea3-4759-8198-73c3005c0d2d,2022-06-10,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 324,в работе
5862cfee-e2c3-47fa-b152-72bafd33c92e,2023-06-14,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 325,Устранено
6feee502-6429-4e57-8a47-7fb038ca30bf,2021-12-11,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 326,Устранено
380425ea-23d2-4f8e-aeb0-2c9e33e433a9,2023-11-01,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 327,Устранено
36166bbf-59ed-4751-a97b-b70079092550,2021-09-29,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 328,Устранено
1079d243-3c43-4d41-aa3c-184d360577d6,2023-03-29,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 329,в работе
d776b2b8-482c-464d-b7f3-6d7e4c93cc4e,2022-11-14,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 330,просрочено
0e560efe-3922-426a-9a61-cb7c08acfa5e,2021-05-10,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 331,просрочено
0562044c-6e47-43f3-9708-72db683eb08a,2023-09-12,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 332,просрочено
9cc6cd04-b1d3-4ba8-ace8-0bce55259dcc,2021-04-28,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 333,в работе
dc0a0203-75d0-48d3-a365-c75257cdc557,2022-05-04,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 334,Устранено
12c8eb40-d7a1-4565-86fe-1fe7d9274bc2,2021-12-02,Хорошая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 335,Устранено
0aa64ec4-6b19-41b4-9029-d8268a5c7761,2022-06-26,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 336,просрочено
625bcb27-f47b-474b-aeab-c8ad6a55024e,2022-02-10,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 337,в работе
52630f3b-7d40-44c2-8bbe-9199b5dae153,2022-07-15,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 338,Устранено
205adf30-14e0-473f-b3d6-0c39caf8177c,2022-03-14,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 339,просрочено
93b729f5-2df5-4517-be20-a0f25fc5d641,2022-11-26,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 340,просрочено
6e656f87-2f2e-47ba-9b63-6c19268b13d6,2022-10-25,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 341,просрочено
9e3aa5ca-bfa2-4451-a51b-a8cd2318fff9,2023-05-18,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 342,в работе
5542ab0f-885c-480d-bdbf-4239733476ff,2023-01-20,Хорошая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 343,Устранено
f398f97e-adad-4798-b813-eea405f2cf14,2022-06-21,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 344,Устранено
b16772cc-34cf-4c36-81bd-21220b878954,2022-11-05,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 345,в работе
ad130e63-ab71-427e-b9af-68ce25abda8a,2023-04-20,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 346,в работе
02809dda-c6d0-4d80-b5d4-9aa2780a783e,2021-03-26,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 347,Устранено
f22b7a16-48aa-4269-b687-e83214ec369f,2021-06-27,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 348,Устранено
5754d6f5-1f85-472e-94d6-e0f330b0070a,2021-01-02,Хорошая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 349,Устранено
3eaec7dc-7052-420e-ba89-dd0931298149,2022-06-17,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 350,просрочено
b7da46bc-c9a9-4160-abd6-bd1000e1e4f1,2023-06-16,Хорошая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 351,Устранено
a7aea4c2-f2f4-4934-b2ad-98447ec26da2,2022-06-15,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 352,в работе
08bce0c0-0713-4bcd-ab11-28b9ff6f7970,2021-01-28,Хорошая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 353,просрочено
489d6c26-030a-4c18-8f87-3a57b7601f98,2022-12-03,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 354,просрочено
95e20127-7d90-401a-a350-f84632b9c742,2023-02-04,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 355,просрочено
4f724a86-32ef-4d1b-8620-ae32a2e7fe44,2023-02-18,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 356,просрочено
d1a964ae-3027-4a0b-9346-bfaf182bf7c9,2022-09-29,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 357,Устранено
fb753066-f3aa-4171-a1a4-dc30038fa57e,2021-05-26,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 358,в работе
f2a5e929-4077-456b-8d7a-86f62ab500e4,2022-09-05,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 359,просрочено
c1e30a4e-9022-4564-9a83-da8f11db33cd,2023-08-14,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 360,в работе
95a25554-c800-4b52-b5a0-7061a2369341,2023-01-13,Хорошая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 361,Устранено
109d7750-9af4-4b26-bafa-4578867c2733,2023-12-10,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 362,просрочено
fc8870ad-5337-4e7e-ad4a-50a54d0cb202,2023-04-17,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 363,Устранено
185ffb6b-1044-4717-b1f7-84771801793d,2022-08-17,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 364,в работе
e1783b57-6f4b-413d-b397-f0b9a3003515,2023-03-03,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 365,просрочено
b188d93b-8b75-4236-bd2b-23fe639ba036,2022-01-25,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 366,Устранено
3b538227-7fc4-4f7c-915c-f81ea8556c40,2022-11-28,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 367,в работе
ff29993f-02b6-4109-97fa-cb36d1653ccf,2021-05-27,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 368,Устранено
51e3549d-d8b7-4c9d-ae80-4447df48189a,2021-09-08,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 369,Устранено
07d444fa-eb4d-49ff-85ae-17f9013d556f,2022-09-27,Плохая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 370,просрочено
ccdcb147-bcc7-4f36-a917-995e2b3a48bb,2022-05-08,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 371,просрочено
77ca8351-fe82-401c-8801-e7d5c1bbd583,2021-05-12,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 372,в работе
dd178819-5dbb-4487-951b-868b2166717d,2022-11-29,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 373,просрочено
3adf16fd-61d2-4d4c-8456-b43e25e4c9c1,2022-02-04,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 374,просрочено
2f28f8b3-c296-4b71-8558-a1c59f92b502,2023-02-28,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 375,Устранено
0d69bffc-aed7-4b6e-9445-4764045296b7,2023-12-12,Хорошая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 376,просрочено
7fc93586-b779-44bd-8557-16656ab161c0,2023-12-05,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 377,просрочено
c4a634be-7ca8-43f7-85c9-cd9739ee4dcd,2022-08-24,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 378,Устранено
af7e6d9e-c9d7-424f-bddd-b7a7b2867b6b,2022-09-25,Хорошая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 379,Устранено
6d88c451-64cd-4663-a83c-e15c9149973c,2023-06-22,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 380,Устранено
4782f412-6a2a-47ed-bf2a-7501dd7bdbd8,2021-04-18,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 381,в работе
53b2adad-23ce-4125-ae8b-61746f76e532,2022-08-09,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 382,просрочено
0c75d1f9-a93c-41ed-9d06-17e3df442563,2022-04-26,Хорошая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 383,в работе
1ac5ae9a-90f2-447c-bc93-3629fb28fae0,2023-11-13,Хорошая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 384,просрочено
8314f753-fa3e-4872-83b1-78a615a06637,2021-08-01,Хорошая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 385,просрочено
adae4bc2-ba2e-42f8-bc36-4c6fe0cb7df3,2022-09-15,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 386,Устранено
658a8e93-71f0-4c5d-a279-daa9e2fb371d,2023-01-01,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 387,просрочено
612ba061-387b-49c9-8fb7-b2473e1fbec8,2021-07-27,Хорошая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 388,в работе
d55331d5-2310-4f43-90b8-de72566e36cf,2023-06-28,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 389,Устранено
ea8d1d4c-f1bd-441c-bbec-9a9884c5850b,2023-12-29,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 390,просрочено
452b12cc-a6e8-4ad9-83b0-5e41587a7790,2022-03-03,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 391,просрочено
db1c917b-6dfe-4964-80b9-5f1aef934e99,2022-11-15,Хорошая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 392,в работе
cbe95993-4a12-4d9f-9f5d-ef4ff3fb9d51,2021-11-09,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 393,просрочено
78914fd2-379b-4908-844f-6507b57fb2f6,2022-03-14,Плохая практика,ORG-A,ПБ,Синтетическое наблюдение Коргау 394,в работе
30cd593a-d23c-42bd-b8fd-73ad9a98ba8c,2022-12-30,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 395,Устранено
9c0e8bee-b797-4b16-a4b3-7bc0690dcf33,2022-04-03,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 396,в работе
6a76a5c9-8ff9-437d-af17-8737afd1df63,2022-06-30,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 397,Устранено
695e8c3f-f3ae-4251-8609-d58c9367ed4f,2021-12-20,Хорошая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 398,Устранено
d622882c-97d6-48a7-b693-fdda28abeb52,2021-09-24,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 399,просрочено
3cb399b3-5d59-42c9-b0fa-4659b7f6b637,2023-12-22,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 400,Устранено
067057fe-fe68-4e24-8d7b-5c7a77e9c461,2021-07-25,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 401,просрочено
6f504a15-13e7-4cf7-8329-12cd24d67607,2022-10-17,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 402,просрочено
b0c5d9ea-c78d-4783-a2ea-044b62695251,2021-12-11,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 403,Устранено
c41ae3ab-1295-4e39-b51b-069cab677121,2023-12-06,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 404,просрочено
3ca91a8d-98f0-4508-a761-34fd4f334025,2021-05-19,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 405,Устранено
9395d55f-9402-424a-9328-0993db15a4e3,2023-05-16,Хорошая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 406,Устранено
64c2645e-5b97-4ad6-ac5a-b8cf5bbc6c9f,2023-01-04,Хорошая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 407,Устранено
6046b862-6650-4da8-a2b6-08fe8ce215b8,2022-10-10,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 408,просрочено
cb06b53f-830a-47c8-a4f1-83a85140f3bc,2021-11-20,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 409,просрочено
30825ae2-30f5-4c86-ab40-06784279b09f,2021-07-13,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 410,просрочено
f59684e7-a96b-43af-8dde-6a92dc84dad4,2021-10-05,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 411,Устранено
1e8ec3bb-e54e-4cde-b4b8-ed8ec7046fe3,2023-12-22,Хорошая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 412,просрочено
999dabbb-7250-4b99-b475-32bf40530b2d,2022-07-31,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 413,просрочено
d18c2e29-8dad-464f-a0e1-092196d25458,2023-03-11,Хорошая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 414,в работе
83858eee-797a-4cc6-b8b4-c887eae9a440,2022-07-22,Хорошая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 415,просрочено
c83273e5-b38f-444a-bbbd-cf6f297a65e7,2023-12-09,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 416,Устранено
c6b7aa6f-56d7-4304-9a8c-c48197245900,2023-05-23,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 417,Устранено
a47af393-6caf-45a8-a596-aa150faf04ba,2023-05-10,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 418,просрочено
273394db-a6f9-44d9-ae56-72960fd77e3d,2022-07-23,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 419,Устранено
457718c9-ad3a-451a-af55-0cccff7581fe,2021-04-01,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 420,Устранено
b6da45cb-548b-46b4-94bc-e53703584a6e,2023-08-08,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 421,просрочено
43b4f598-3275-47a5-b0c8-09e6a4c4e7a7,2021-01-13,Хорошая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 422,просрочено
2a4f62a9-954d-40b4-b3c9-29c919c30eeb,2022-08-11,Плохая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 423,Устранено
a18ac816-aa57-4005-8342-27c11e3a262f,2021-04-28,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 424,в работе
8ef33e76-7273-4c5f-8b15-cc04fd8745a9,2022-03-02,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 425,в работе
87613c06-4b4f-44ae-b45d-22a6c7aedc6c,2023-12-22,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 426,просрочено
e875a92d-835e-4830-92fd-9621cf2297dd,2022-05-23,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 427,в работе
b054207a-8714-4f3b-8e0c-f65404cc850e,2022-01-15,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 428,в работе
932a3d7e-1b8d-450d-84f5-0b30712d74e4,2023-11-14,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 429,просрочено
76676e41-2c03-4973-bf7f-d1fe328c84ce,2022-03-25,Плохая практика,ORG-C,Экология,Синтетическое наблюдение Коргау 430,просрочено
6cc8bce1-82c1-4202-9364-e63274738b13,2022-03-22,Хорошая практика,ORG-B,ПБ,Синтетическое наблюдение Коргау 431,просрочено
83f59212-9c0e-494f-a606-b0814f047847,2021-07-15,Плохая практика,ORG-D,ОТ,Синтетическое наблюдение Коргау 432,Устранено
10ea6e2d-a48a-498f-8f2b-eaa38e000999,2022-05-02,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 433,в работе
b2dd3203-6277-4c9f-9a98-d811f45ec4ae,2021-06-30,Плохая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 434,просрочено
36ef069f-c002-4d80-b6a5-3b9a2c4431d2,2021-11-23,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 435,просрочено
84752535-c481-4482-8f88-183d552d1dc9,2022-05-19,Хорошая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 436,просрочено
9c6304bb-cfcd-4feb-9d3c-25c9f6ffe8aa,2023-06-03,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 437,Устранено
bd4ab6ad-2938-4992-88dc-90e39c685c80,2021-01-07,Плохая практика,ORG-A,ОТ,Синтетическое наблюдение Коргау 438,в работе
50ca1c01-729c-4567-ab08-ffcb2bb5728d,2022-04-28,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 439,Устранено
e2b98a8a-2aac-47a4-bd7f-083c3df0be53,2022-07-14,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 440,в работе
29fe89e1-d408-473c-b936-9f8116febc26,2022-05-04,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 441,просрочено
c8f0013a-82f4-4737-a7e9-4e71dfca39bf,2022-06-29,Хорошая практика,ORG-B,Экология,Синтетическое наблюдение Коргау 442,в работе
6ff2d4e7-aaa0-419c-adbc-ee48fc8cf1fd,2022-12-28,Плохая практика,ORG-A,Экология,Синтетическое наблюдение Коргау 443,просрочено
6fc31d19-fc1a-4381-b343-f245418ec7e6,2021-02-03,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 444,в работе
fab2ecab-d739-4ff8-bcef-6b0b7bf59731,2023-05-03,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 445,в работе
d31e57b4-6af6-459b-a954-6fbea83e356a,2021-10-11,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 446,в работе
c68b255e-6d0e-4b54-b063-99a2b4be9401,2023-01-14,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 447,просрочено
83095535-28f4-4cc8-b76f-69e7b1630338,2021-03-11,Хорошая практика,ORG-D,Экология,Синтетическое наблюдение Коргау 448,в работе
ce2ace94-4802-415f-a69f-5c28d2796d81,2021-07-25,Плохая практика,ORG-C,СИЗ,Синтетическое наблюдение Коргау 449,Устранено
43279ab8-bd32-4dc8-97ef-a9419c497bfb,2021-02-19,Плохая практика,ORG-B,ОТ,Синтетическое наблюдение Коргау 450,в работе
0302c307-a809-4e27-ab95-4d7d1e13ed6e,2021-10-30,Плохая практика,ORG-C,ОТ,Синтетическое наблюдение Коргау 451,Устранено
36a7cebe-5b0c-4b0a-bb19-086ebf2f42a5,2021-06-28,Плохая практика,ORG-D,ПБ,Синтетическое наблюдение Коргау 452,просрочено
cce48320-f59e-4d11-8b94-7581fda7d431,2021-11-26,Плохая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 453,просрочено
3242f16d-e0bd-41d1-b8d9-400b8acb28a5,2021-01-24,Хорошая практика,ORG-C,ПБ,Синтетическое наблюдение Коргау 454,просрочено
c806fdfb-f494-4c25-8537-de15125df337,2022-05-14,Плохая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 455,Устранено
40b196a5-3d19-459d-85a5-b13554dce279,2022-10-30,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 456,Устранено
fa931c7c-3890-458f-81cf-0ab007d3a522,2022-01-16,Плохая практика,ORG-B,СИЗ,Синтетическое наблюдение Коргау 457,Устранено
ead681aa-5ac5-4b72-afd7-2d3425246385,2022-10-07,Плохая практика,ORG-D,СИЗ,Синтетическое наблюдение Коргау 458,просрочено
39e79f2b-fe2b-4836-9b7e-18363965ffe8,2022-10-19,Хорошая практика,ORG-A,СИЗ,Синтетическое наблюдение Коргау 459,Устранено
